dataset_name,path,image,question_1,answer_1,question_2,answer_2,question_3,answer_3
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0057.jpg,Te-me_0057.jpg,Can a tumor be observed in the image?,A tumor can be seen clearly.,Can you tell the type of tumor shown?,It is a meningioma.,What kind of image view is this?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0058.jpg,Te-me_0058.jpg,Can you detect any tumor in this image?,A tumor is visible in the image.,What is the classification of this tumor?,This image displays a meningioma tumor.,Identify the image orientation.,Scan is from sagittal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0059.jpg,Te-me_0059.jpg,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.",Identify the tumor type in this scan.,It is a meningioma.,What image type is displayed here?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0060.jpg,Te-me_0060.jpg,Can you detect any tumor in this image?,"Yes, tumor identified.",Can you tell the type of tumor shown?,Detected tumor: meningioma.,Which anatomical plane is used?,Sagittal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0061.jpg,Te-me_0061.jpg,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.",What does the scan indicate as tumor type?,Meningioma is the tumor type here.,What image type is displayed here?,Coronal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0062.jpg,Te-me_0062.jpg,Does this brain image contain a tumor?,"Yes, abnormal tissue is seen.",What is the classification of this tumor?,This scan has meningioma type.,What image type is displayed here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0063.jpg,Te-me_0063.jpg,Can a tumor be observed in the image?,"Yes, tumor identified.",Identify the tumor type in this scan.,It is a meningioma.,Which anatomical plane is used?,Coronal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0064.jpg,Te-me_0064.jpg,Is there any abnormal growth in this MRI?,A tumor is visible in the image.,What kind of tumor is present in the image?,This is classified as a meningioma.,Can you name the scan view type?,Coronal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0065.jpg,Te-me_0065.jpg,Is this an example of a tumorous brain scan?,A tumor can be seen clearly.,What kind of tumor is present in the image?,Detected tumor: meningioma.,What is the view type of this image?,Coronal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0066.jpg,Te-me_0066.jpg,Can you detect any tumor in this image?,"Certainly, a tumor exists.",What tumor subtype is this?,A meningioma is present in this scan.,What kind of image view is this?,Coronal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0067.jpg,Te-me_0067.jpg,Can a tumor be observed in the image?,"Certainly, a tumor exists.",Which tumor type does this image show?,Meningioma tumor is shown here.,What image type is displayed here?,This scan uses sagittal plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0068.jpg,Te-me_0068.jpg,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.",Which tumor type does this image show?,This is classified as a meningioma.,Identify the image orientation.,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0069.jpg,Te-me_0069.jpg,Is the scan indicating the presence of a tumor?,A tumor can be seen clearly.,Specify the tumor type visible here.,This is classified as a meningioma.,Which anatomical plane is used?,Coronal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0070.jpg,Te-me_0070.jpg,Is a tumor present in the scan provided?,"Confirmed, tumor is present.",Can you tell the type of tumor shown?,This scan has meningioma type.,In which direction is this MRI taken?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0071.jpg,Te-me_0071.jpg,Is the scan indicating the presence of a tumor?,A tumor can be seen clearly.,Can you tell the type of tumor shown?,Type of tumor: meningioma.,Which plane is shown in the image?,Coronal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0072.jpg,Te-me_0072.jpg,Does this MRI image show a tumor?,"Confirmed, tumor is present.",Which tumor type does this image show?,This scan has meningioma type.,Which plane is shown in the image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0073.jpg,Te-me_0073.jpg,Does this MRI image show a tumor?,"Indeed, the scan shows a tumor.",What is the detected tumor type?,Meningioma tumor is shown here.,In which direction is this MRI taken?,Coronal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0074.jpg,Te-me_0074.jpg,Can a tumor be observed in the image?,"Yes, tumor identified.",Identify the tumor type in this scan.,Meningioma tumor is shown here.,Which anatomical plane is used?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0075.jpg,Te-me_0075.jpg,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.",What specific tumor is present here?,The tumor is meningioma.,Which anatomical plane is used?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0076.jpg,Te-me_0076.jpg,Does this brain image contain a tumor?,"Yes, it looks like there is a tumor.",What specific tumor is present here?,It is a meningioma.,What's the viewing angle here?,Coronal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0077.jpg,Te-me_0077.jpg,Does this brain image contain a tumor?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,Meningioma tumor is shown here.,What kind of image view is this?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0078.jpg,Te-me_0078.jpg,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,What is the classification of this tumor?,This image displays a meningioma tumor.,What is the imaging perspective?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0079.jpg,Te-me_0079.jpg,Is the scan indicating the presence of a tumor?,"Indeed, the scan shows a tumor.",What specific tumor is present here?,It is a meningioma.,Can you name the scan view type?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0080.jpg,Te-me_0080.jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",What does the scan indicate as tumor type?,A meningioma is present in this scan.,What kind of image view is this?,View type: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0081.jpg,Te-me_0081.jpg,Is there any abnormal growth in this MRI?,"Yes, abnormal tissue is seen.",What does the scan indicate as tumor type?,Type of tumor: meningioma.,What is the view type of this image?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0082.jpg,Te-me_0082.jpg,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.",What is the classification of this tumor?,The tumor is meningioma.,In which direction is this MRI taken?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0083.jpg,Te-me_0083.jpg,Is this an example of a tumorous brain scan?,A tumor can be seen clearly.,Identify the tumor type in this scan.,Detected tumor: meningioma.,Can you name the scan view type?,The image is sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0084.jpg,Te-me_0084.jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",What is the classification of this tumor?,This scan has meningioma type.,In which direction is this MRI taken?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0085.jpg,Te-me_0085.jpg,Does this brain image contain a tumor?,"Yes, abnormal tissue is seen.",Specify the tumor type visible here.,Meningioma is the tumor type here.,What's the viewing angle here?,Coronal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0086.jpg,Te-me_0086.jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",Identify the tumor type in this scan.,The tumor is meningioma.,Identify the image orientation.,Coronal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0087.jpg,Te-me_0087.jpg,Does this MRI show signs of a tumor?,"Confirmed, tumor is present.",What kind of tumor is present in the image?,Type of tumor: meningioma.,What is the view type of this image?,Coronal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0088.jpg,Te-me_0088.jpg,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.",Can you tell the type of tumor shown?,This scan has meningioma type.,What is the view type of this image?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0089.jpg,Te-me_0089.jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",What kind of tumor is present in the image?,This is classified as a meningioma.,In which direction is this MRI taken?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0090.jpg,Te-me_0090.jpg,Can you detect any tumor in this image?,"Yes, a tumor is present.",What does the scan indicate as tumor type?,This is classified as a meningioma.,In which direction is this MRI taken?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0091.jpg,Te-me_0091.jpg,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.",What kind of tumor is present in the image?,Meningioma is the tumor type here.,What is the imaging perspective?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0092.jpg,Te-me_0092.jpg,Is a tumor present in the scan provided?,"Confirmed, tumor is present.",Which tumor type does this image show?,The tumor is meningioma.,What's the viewing angle here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0093.jpg,Te-me_0093.jpg,Is there a tumor visible in this scan?,A tumor is visible in the image.,What is the detected tumor type?,Meningioma tumor is shown here.,What kind of image view is this?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0094.jpg,Te-me_0094.jpg,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.",What tumor subtype is this?,Type of tumor: meningioma.,Can you name the scan view type?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0095.jpg,Te-me_0095.jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",Identify the tumor type in this scan.,A meningioma is present in this scan.,Can you name the scan view type?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0096.jpg,Te-me_0096.jpg,Is there a tumor visible in this scan?,"Yes, this is a positive case for tumor.",What tumor subtype is this?,This is classified as a meningioma.,What image type is displayed here?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0097.jpg,Te-me_0097.jpg,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.",Identify the tumor type in this scan.,This is classified as a meningioma.,What's the viewing angle here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0098.jpg,Te-me_0098.jpg,Is a tumor present in the scan provided?,"Yes, this is a positive case for tumor.",What does the scan indicate as tumor type?,A meningioma is present in this scan.,In which direction is this MRI taken?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0099.jpg,Te-me_0099.jpg,Is a tumor present in the scan provided?,"Yes, it looks like there is a tumor.",What does the scan indicate as tumor type?,The tumor is meningioma.,What image type is displayed here?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0100.jpg,Te-me_0100.jpg,Is a tumor present in the scan provided?,"Confirmed, tumor is present.",What kind of tumor is present in the image?,This is classified as a meningioma.,What kind of image view is this?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0101.jpg,Te-me_0101.jpg,Does this brain image contain a tumor?,A tumor can be seen clearly.,Identify the tumor type in this scan.,The tumor is meningioma.,What kind of image view is this?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0102.jpg,Te-me_0102.jpg,Is there a tumor visible in this scan?,"Indeed, the scan shows a tumor.",What tumor subtype is this?,Detected tumor: meningioma.,What kind of image view is this?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0103.jpg,Te-me_0103.jpg,Is this an example of a tumorous brain scan?,"Yes, this is a positive case for tumor.",Which tumor type does this image show?,Detected tumor: meningioma.,Identify the image orientation.,The image is axial.
